,name,category,sub-category,provider,overall,enrolled,about,subtitles,skills,url,topic
10,Ancient Philosophy: Aristotle and His Successors,Philosophy,Arts and Humanities,University of Pennsylvania,4.8,38507," 12,263 What is philosophy?  How does it differ from science, religion, and other modes of human discourse?  This course traces the origins of philosophy in the Western tradition in the thinkers of Ancient Greece.  We begin with the Presocratic natural philosophers who were active in Ionia in the 6th century BCE and are also credited with being the first scientists.  Thales, Anaximander, and Anaximines made bold proposals about the ultimate constituents of reality, while Heraclitus insisted that there is an underlying order to the changing world.  Parmenides of Elea formulated a powerful objection to all these proposals, while later Greek theorists (such as Anaxagoras and the atomist Democritus) attempted to answer that objection.  In fifth-century Athens, Socrates insisted on the importance of the fundamental ethical question090000090008How shall I live?090009090000and his pupil, Plato, and Plato090005s pupil, Aristotle, developed elaborate philosophical systems to explain the nature of reality, knowledge, and human happiness.  After the death of Aristotle, in the Hellenistic period, Epicureans and Stoics developed and transformed that earlier tradition.  We will study the major doctrines of all these thinkers.  Part I will cover Plato and his predecessors.  Part II will cover Aristotle and his successors.",English,unknown,https://www.coursera.org/learn/aristotle,"Language, Arts and Social"
11,010002020705020905020207040305020500è0703010508020404è0403,Philosophy,Arts and Humanities,Xi'an Jiaotong University,4.4,35657," 2,193 è07050304040100000100090205¨040603020202000001010703030104020202000001020700é¤060202020406040303090103050704070205¨0406030202020301·é03030409000102020103010406040302070202020302010201020704020107030301040202020301·é03030409000102020103010406040103·0200040107030103°070402020700é¤060202020301·é0303040900010202010301040604040305020500é0405è0403000002 03°0703030504060402°±0304040100020401020406040000020100020403§030907020404030901010002020304030207020202010402040301070402030807010301040901030405030909é0002è0705é03¨è0406070402020002020600030506010607010000010009é0405è0403020905020207040305020500000001010402030907010002020705030207020202000001é0900é000203°070303050405060406000406040201060205°070402è0308010002020705030207020202è08°020607010002040102000001è08°020607030809030906000002
        030801è0406020806020301010009010009é04040704020208060208000103010403030000000207¨030409000001000001020200020206000000è0302è0402000001000001è0001020206000000é01090206·04030500000107040200000002¤§0202070000010100040000000100020202000000010704020000000202040202060000010704020000000202050202060205080306010000010704020000000204¨0403050000010704020000000207030403050000010704020103060205000308±040601040606020207000001040401é0406030404000000010402010102020501000001040209è0703010508020802010202040908040604030009030306000002030304030809020401020408é0700é0109040305020500040604010301040303070402010101030809020401040606020207000001020703020207030009030306040604é0406é070007040201030603080101030601000004§03030707020107é0400040604è§06è§08040801020605010002020705010402040301020905020207070402è0308020207040001è030502¤0102040101000202070501040204030102090502020703080901000004§030205¨030201010503040604è03¤è0406000002

è040604¨0102¤§040205

040101010000040002 0000000207¨030409000001020404è0403

040101010202040002 000000é01090206·040305000001020404è0403

040101010009040002 000000è0302è0402000001020404è0403 

040101020707040002 00000002¤§020207000001000000010002020200000001020404è0403

040101010200040002 000000020205020206020508030601000001020404è0403

040101020502040002 0000000204¨040305000001020404è0403

040101010003040002 000000020703040305000001020404è0403

040101020500040002  000000020204020206000001020404è0403

040101010109040002  0308±040601040606020207040700020506è0703010508020404è0403

040101020301040002 000000010402010102020501000001020404è0403","Chinese (Simplified) Subtitles: Chinese (Simplified), English",unknown,https://www.coursera.org/learn/chinese-philosophy,"Language, Arts and Social"
12,Terrorism and Counterterrorism: Comparing Theory and Practice,History,Social Sciences,Universiteit Leiden,4.7,80175," 64,073 Terrorism has arguably been one of the defining factors of our age. It frequently makes headlines, threatening or attacking governments, private business and ordinary citizens. And in many parts of the world, it has been one of the most important threats to peace, security and stability. But what does this exactly mean? What is the nature of this threat? Who or what is threatened, how, by whom and why? What can be done about it or how can we at least limit the impact of terrorism and make sure that terrorists do not make headlines and manage to scare us?

These are just a handful of questions that will be addressed in this course that consists of three parts. First it focuses on the essence of terrorism as an instrument to achieve certain goals, in addition to an exploration of this phenomenon and the difficulties in defining it. 

The second part provides an overview of the state of the art in (counter) terrorism studies. Since 0900049/11090005 terrorism studies have grown exponentially, reflecting the rise in perceived threats. But what has academia come up with? What theories, assumptions and conventional wisdom has it produced that could be of help in understanding terrorism and dealing with it? The most interesting results are examined and compared with empirical evidence with the aim to either stress their importance or to debunk them as myths. 

The final part looks into the implications and possibilities for policy making. The course ends with a module specifically designed to address one of today's most topical issue: the foreign fighter phenomenon.","English, Ukrainian, French", Terrorism Policy Analysis International Law History,https://www.coursera.org/learn/terrorism,"Language, Arts and Social"
13,"Plagues, Witches, and War: The Worlds of Historical Fiction",History,Arts and Humanities,University of Virginia,4.5,73632," 22,351 A unique and exciting introduction to the genre and craft of historical fiction, for curious students, aspiring authors--anyone with a passion for the past. Read classics of the genre, encounter bestselling writers of historical fiction, and discover your own historical archive while interacting with a global community of interested readers.",English,unknown,https://www.coursera.org/learn/historical-fiction,"Language, Arts and Social"
14,Understanding Einstein: The Special Theory of Relativity,History,Physical Science and Engineering,Stanford University,4.9,69322," 91,541 In this course we will seek to 090008understand Einstein,090009 especially focusing on the special theory of relativity that Albert Einstein, as a twenty-six year old patent clerk, introduced in his 090008miracle year090009 of 1905. Our goal will be to go behind the myth-making and beyond the popularized presentations of relativity in order to gain a deeper understanding of both Einstein the person and the concepts, predictions, and strange paradoxes of his theory. Some of the questions we will address include: How did Einstein come up with his ideas? What was the nature of his genius? What is the meaning of relativity? What090005s 090008special090009 about the special theory of relativity? Why did the theory initially seem to be dead on arrival? What does it mean to say that time is the 090008fourth dimension090009? Can time actually run more slowly for one person than another, and the size of things change depending on their velocity? Is time travel possible, and if so, how? Why can090005t things travel faster than the speed of light? Is it possible to travel to the center of the galaxy and return in one lifetime? Is there any evidence that definitively confirms the theory, or is it mainly speculation? Why didn090005t Einstein win the Nobel Prize for the theory of relativity?

About the instructor: Dr. Larry Lagerstrom is the Director of Academic Programs at Stanford University090005s Center for Professional Development, which offers graduate certificates in subjects such as artificial intelligence, cyber security, data mining, nanotechnology, innovation, and management science. He holds degrees in physics, mathematics, and the history of science, has published a book and a TED Ed video on ""Young Einstein: From the Doxerl Affair to the Miracle Year,"" and has had over 30,000 students worldwide enroll in his online course on the special theory of relativity (this course!).",English,unknown,https://www.coursera.org/learn/einstein-relativity,"Language, Arts and Social"
15,Magic in the Middle Ages,History,Arts and Humanities,Universitat de Barcelona,4.5,60636," 36,277 Magical thought has always attracted human imagination. In this course we will introduce you to the Middle Ages through a wide conception of magic. Students will have an approach to medieval culture, beliefs and practices from the perspective of History and History of Science. Popular magic, as well as learned magic (alchemy, geomancy and necromancy) will be addressed. Moreover, we will also deal with how eastern practices and texts influenced western culture. In July 2016, the course will contain a brand-new module devoted to astrology. Magic in the Middle Ages offers a captivating overview of medieval society and promotes reflection about certain stereotypes associated with this period.

At the end of the course, the students:

a) will have overcome the usual prejudices about the Middle Ages, 
b) will be able to analyze historical documentation from the Middle Ages and recognize the most common patterns of juridical documents regarding witchcraft, and 
c) will be capable of distinguishing between popular magic and the magic of the learned people; will have a notion of which spiritual practices were allowed in medieval Europe and which ones were related to the devil, and will be aware of the link between a cultural product and the society that produced it.

This course is taught in English, although subtitles in English, Catalan and Spanish will also be provided.

COURSE SYLLABUS

Week 1. Introduction to medieval magic (Pau Castell).

Week 2. Magic & Heresy (Delfi I. Nieto-Isabel).

Week 3. From Magic to Witchcraft (Pau Castell).

Week 4. Magic in Islam (Godefroid de Callata0107 and S0108bastien Moureau).

Week 5. Astrology & Geomancy (Theo Loinaz, Delfi I. Nieto-Isabel, Godefroid de Callata0107 and Blanca Villuendas).

0008 Gemma Pellissa Prades (coord.), Delfi I. Nieto-Isabel and Joana Palau Mumany
Magic in the Middle Ages by Gemma Pellissa Prades (coord.), Delfi I. Nieto-Isabel and Joana Palau Mumany is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License.","English, Romanian, Chinese (Simplified)", Middle East Astronomy History Anthropology,https://www.coursera.org/learn/magic-middle-ages,"Language, Arts and Social"
16,Introduction to Ancient Egypt and Its Civilization,History,Arts and Humanities,University of Pennsylvania,4.6,60429," 42,107 Colossal pyramids, imposing temples, golden treasures, enigmatic hieroglyphs, powerful pharaohs, strange gods, and mysterious mummies are features of Ancient Egyptian culture that have fascinated people over the millennia.  The Bible refers to its gods, rulers, and pyramids. Neighboring cultures in the ancient Near East and Mediterranean wrote about its god-like kings and its seemingly endless supply of gold.  The Greeks and Romans describe aspects of Egypt's culture and history.

As the 19th century began, the Napoleonic campaign in Egypt highlighted the wonders of this ancient land, and public interest soared.  Not long after, Champollion deciphered Egypt's hieroglyphs and paved the way for other scholars to reveal that Egyptian texts dealt with medicine, dentistry, veterinary practices, mathematics, literature, and accounting, and many other topics. Then, early in the 20th century, Howard Carter discovered the tomb of Tutankhamun and its fabulous contents. Exhibitions of this treasure a few decades later resulted in the world's first blockbuster, and its revival in the 21st century has kept interest alive.

Join Dr. David Silverman, Professor of Egyptology at Penn, Curator in Charge of the Egyptian Section of the Penn Museum, and curator of the Tutankhamun exhibitions  on a guided tour of the mysteries and wonders of this ancient land.  He has developed this online course and set it in the galleries of the world famous Penn Museum.  He uses many original Egyptian artifacts to illustrate his lectures as he guides students as they make their own discovery of this fascinating culture.","English, Spanish, German, French", Art History Art History Mythology,https://www.coursera.org/learn/introancientegypt,"Language, Arts and Social"
17,The Ancient Greeks,History,Arts and Humanities,Wesleyan University,4.7,59072," 38,755 This is a survey of ancient Greek history from the Bronze Age to the death of Socrates in 399 BCE. Along with studying the most important events and personalities, we will consider broader issues such as political and cultural values and methods of historical interpretation.","English, Spanish", Art History Greek Mythology History Ancient Greece,https://www.coursera.org/learn/ancient-greeks,"Language, Arts and Social"
18,Global Diplomacy 090009 Diplomacy in the Modern World,History,Social Sciences,unknown,4.6,57536," 70,301 The Global Diplomacy course is a unique offering to the MOOC environment. Bringing together cutting edge research in the broad fields of Diplomatic and International Studies, award winning distance learning delivery and the instructors previous experience of delivering a successful MOOC. Please see the volume Global Diplomacy: Theories, Types and Models authored with Dr Alison Holmes, (Westview, 2016), and the Understanding Research Methods MOOC from Coursera.   
 
The Global Diplomacy MOOC has a direct heritage in the University of London International Academy/SOAS Global Diplomacy MA Programme launched in April 2013 which have attracted hundreds of students from around the world. The Global Diplomacy MA Programme is provided by the Centre for International Studies and Diplomacy which has been teaching postgraduate courses in Diplomacy for over twenty five years.
After completing the 'Global Diplomacy' MOOC, learners will have: 
1.	The ability to demonstrate a critical understanding of the nature and development of global diplomacy, drawing on a variety of relevant contributing disciplines in the broad field of International Studies. 
2.	An understanding of changes in diplomatic practices and procedures and the relationship of those changes to contemporary politics.
3.	A sound grounding in both theoretical and empirical approaches to debates in diplomacy  so that students have been exposed to the and skills needed to analyse global diplomacy.
4.	knowledge of issues in global diplomacy in historical and contemporary contexts.","English, Chinese (Simplified)", Policy Analysis Art History International Relations,https://www.coursera.org/learn/global-diplomacy,"Language, Arts and Social"
19,Ancient Philosophy: Plato & His Predecessors,History,Arts and Humanities,University of Pennsylvania,4.7,57311," 40,138 What is philosophy?  How does it differ from science, religion, and other modes of human discourse?  This course traces the origins of philosophy in the Western tradition in the thinkers of Ancient Greece.  We begin with the Presocratic natural philosophers who were active in Ionia in the 6th century BCE and are also credited with being the first scientists.  Thales, Anaximander, and Anaximines made bold proposals about the ultimate constituents of reality, while Heraclitus insisted that there is an underlying order to the changing world.  Parmenides of Elea formulated a powerful objection to all these proposals, while later Greek theorists (such as Anaxagoras and the atomist Democritus) attempted to answer that objection.  In fifth-century Athens, Socrates insisted on the importance of the fundamental ethical question090000090008How shall I live?090009090000and his pupil, Plato, and Plato090005s pupil, Aristotle, developed elaborate philosophical systems to explain the nature of reality, knowledge, and human happiness.  After the death of Aristotle, in the Hellenistic period, Epicureans and Stoics developed and transformed that earlier tradition.  We will study the major doctrines of all these thinkers.  Part I will cover Plato and his predecessors.  Part II will cover Aristotle and his successors.","English, Spanish",unknown,https://www.coursera.org/learn/plato,"Language, Arts and Social"
20,Big History: Connecting Knowledge,History,Arts and Humanities,Macquarie University,4.8,47879," 38,733 We currently face unprecedented challenges on a global scale. These problems do not neatly fall into disciplines. They are complicated, complex, and connected. Join us on this epic journey of 13.8 billion years starting at the Big Bang and travelling through time all the way to the future. Discover the connections in our world, the power of collective learning, how our universe and our world has evolved from incredible simplicity to ever-increasing complexity. Experience our modern scientific origin story through Big History and discover the important links between past, current, and future events. You will find two different types of lectures. 090004Zooming In090005 lectures from multiple specialists enable you to understand key concepts through the lens of different disciplines, whilst David Christian's 090004Big History Framework090005 lectures provide the connective overview for a journey through eight thresholds of Big History.","English, Catalan, Romanian",unknown,https://www.coursera.org/learn/big-history,"Language, Arts and Social"
21,"History of Rock, Part One",History,Arts and Humanities,University of Rochester,4.8,41702," 12,956 This course, part 1 of a 2-course sequence, examines the history of rock, primarily as it unfolded in the United States, from the days before rock (pre-1955) to the end of the 1960s. This course covers the music of Elvis Presley, Chuck Berry, Phil Spector, Bob Dylan, the Beatles, the Rolling Stones, Jimi Hendrix, Cream, and many more artists, with an emphasis both on cultural context and on the music itself. We will also explore how developments in the music business and in technology helped shape the ways in which styles developed. 

Rock emerged in the mid 1950s as a blending of mainstream pop, rhythm and blues, and country and western--styles that previously had remained relatively separate. This new style became the music of the emerging youth culture and was often associated with teen rebellion. We will follow the story of how this rowdy first wave of rock and roll (1955-59) was tamed in the early 60s but came roaring back with the Beatles and the Rolling Stones and then went psychedelic by the end of the decade.","English, Serbian, Chinese (Simplified)",unknown,https://www.coursera.org/learn/history-of-rock,"Language, Arts and Social"
22,Ancient Philosophy: Aristotle and His Successors,History,Arts and Humanities,University of Pennsylvania,4.8,38507," 12,263 What is philosophy?  How does it differ from science, religion, and other modes of human discourse?  This course traces the origins of philosophy in the Western tradition in the thinkers of Ancient Greece.  We begin with the Presocratic natural philosophers who were active in Ionia in the 6th century BCE and are also credited with being the first scientists.  Thales, Anaximander, and Anaximines made bold proposals about the ultimate constituents of reality, while Heraclitus insisted that there is an underlying order to the changing world.  Parmenides of Elea formulated a powerful objection to all these proposals, while later Greek theorists (such as Anaxagoras and the atomist Democritus) attempted to answer that objection.  In fifth-century Athens, Socrates insisted on the importance of the fundamental ethical question090000090008How shall I live?090009090000and his pupil, Plato, and Plato090005s pupil, Aristotle, developed elaborate philosophical systems to explain the nature of reality, knowledge, and human happiness.  After the death of Aristotle, in the Hellenistic period, Epicureans and Stoics developed and transformed that earlier tradition.  We will study the major doctrines of all these thinkers.  Part I will cover Plato and his predecessors.  Part II will cover Aristotle and his successors.",English,unknown,https://www.coursera.org/learn/aristotle,"Language, Arts and Social"
